Job Title,Job Description,Skills,Certifications
Tech Sales Engineer,Supports sales efforts by providing technical expertise during presentations/demonstrations while answering questions about technical aspects.,"Customer Engagement, Networking Technologies, Product Knowledge, Technical Sales","AWS Certified Cloud Practitioner, Google Cloud Digital Leader, Microsoft Certified: Azure Fundamentals"
TECHNICAL ACCOUNT MANAGER,Manages relationships with technical customers while providing support/guidance on their technology needs. Acts as a liaison between customer/engineering teams.,"Account Management, Agile, Budgeting, Communication, Customer Relationship Management (CRM), Leadership, Project Management, Project Planning, Scrum, Technical Support","AWS Certified Solutions Architect - Associate, Google Professional Cloud Architect, Microsoft Certified: Azure Administrator Associate"
TECHNICAL LEAD,Leads technical teams on projects by providing guidance/mentorship while driving technical direction/decisions within projects.,"Agile Methodologies, Project Management, Software Development Lifecycle (SDLC), Team Leadership","AWS Certified Solutions Architect - Professional, Microsoft Certified: Azure Solutions Architect Expert, Google Professional Cloud Architect"
Terraform Engineer,Writes Terraform scripts to automate infrastructure provisioning across cloud platforms. Requires expertise in Infrastructure as Code (IaC) practices.,"AWS, Azure, Google Cloud, Infrastructure as Code (IaC), Terraform","HashiCorp Certified: Terraform Associate, AWS Certified DevOps Engineer - Professional"
TFS Engineer,Manages Team Foundation Server (TFS) to support software development processes. Responsibilities include configuring build pipelines and managing version control.,".NET Development Tools, .NET Framework, TFS (Team Foundation Server)","Microsoft Certified: DevOps Engineer Expert, Azure DevOps Solutions Certification"
UDeploy Engineer,Manages deployment processes using UrbanCode Deploy. Responsibilities include configuring deployment projects and automating release workflows.,"Automation, CI/CD, Deployment Strategies, UDeploy (UrbanCode Deploy), Version Control"," IBM UrbanCode Deploy Certification, AWS Certified DevOps Engineer - Professional"
UI DESIGNER,Designs user interfaces that are visually appealing while intuitive to use. Responsibilities include creating mockups/prototypes and conducting user research.,"Adobe Creative Suite, Adobe XD, CSS, Canva, Figma, HTML, Illustrator, JavaScript, Photoshop, Prototyping, UI Design Principles, User Testing, Wireframing","Google UX Design Professional Certificate, Nielsen Norman Group UX Certification, Adobe Certified Expert (ACE)"
UI Developer,"Develops user interfaces using HTML5, CSS3, JavaScript while focusing on responsive design principles. Collaborates with UI designers to implement designs.","Adobe XD, AngularJS, C++, CSS, CSS3, Figma, Git, HTML, HTML5, Java, JavaScript, OOP, Python, REST APIs, ReactJS, Responsive Design, Wireframing, jQuery","Meta Front-End Developer Certificate, AWS Certified Developer - Associate, React Nanodegree (Udacity)"
Unity Developer,Develops interactive content with Unity engine including 3D simulations while working with assets created by graphic designers,"3D Modeling, Animation, C#, C++, Game Development Principles, Git, Java, OOP, Python, REST APIs, Unity3D Engine","Unity Certified Associate: Game Developer, Unity Certified Expert Programmer"
UX DESIGNER,Conducts user research studies to gather insights on user behavior. Create wireframes/mockups based on data collected from research initiatives,"Canva, Design Thinking, Figma, Illustrator, Interaction Design, Photoshop, Prototyping, Usability Testing, User Experience Design Principles, User Research, Wireframing","Google UX Design Professional Certificate, Nielsen Norman Group UX Certification, Adobe Certified Expert (ACE)"
Vault Engineer,Implement secret management to the cloud application.,"Access Control, Cloud Security, Encryption, HashiCorp Vault, Secrets Management"," HashiCorp Certified: Vault Associate, AWS Certified Security - Specialty"
Web Designer (UI/UX Designer),"Create front end web application using HTML, Css, JS.","Adobe Creative Suite, Adobe XD, CSS, Canva, Design Thinking, Figma, HTML, Illustrator, JavaScript, Photoshop, Prototyping, UI/UX Design, Usability Testing, User Research, Wireframing","Google UX Design Certificate, Adobe Certified Expert (ACE), Nielsen Norman Group UX Certification"
Web Developer,"Develops and maintains websites and web applications. Responsibilities include writing code, debugging, and ensuring optimal performance across different browsers and devices.","AngularJS, C++, CSS3, Git, HTML5, Java, JavaScript, Node.js, OOP, PHP, Python, REST APIs, React","Meta Front-End Developer Certificate, AWS Certified Developer - Associate, Google Mobile Web Specialist"
WordPress Developer,"Creates and customizes WordPress websites. Responsibilities include developing themes/plugins, managing content, and ensuring website functionality.","C++, CSS3, Git, HTML5, Java, JavaScript, MySQL, OOP, PHP, Python, REST APIs, WordPress","Yoast SEO Certification, Google Mobile Sites Certification, WP Elevation Certification"
XL Deploy Engineer,"Manages deployment processes using XL Deploy. Responsibilities include configuring deployment pipelines, automating releases, and ensuring application availability.","CI/CD, Deployment Automation, Version Control, XL Deploy","XL Deploy Certification, DevOps Institute Certifications"
Zabbix Engineer,"Implements Zabbix monitoring solutions to track system performance and availability. Responsible for configuring alerts, dashboards, and monitoring metrics.","Alerting Systems, Monitoring Tools, Network Monitoring, Zabbix","Zabbix Certified Specialist, Zabbix Certified Professional"
ACCESSIBILITY SPECIALIST,"Ensures digital products meet accessibility standards, enhancing usability for all users.","CSS, HTML, JavaScript, User Experience Design, Web Accessibility Guidelines"," IAAP Certified Professional in Accessibility Core Competencies (CPACC), Web Accessibility Specialist (WAS)"
ADMIN BIG DATA,"Administers and manages large datasets, ensuring data integrity and accessibility.","AWS, Big Data Management, Data Warehousing, ETL, Excel, Hadoop, Hive, Kafka, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Scala, Seaborn, Spark, Tableau","Cloudera Certified Administrator (CCA), Google Cloud Professional Data Engineer"
AGILE PROJECT MANAGER,"Leads projects using agile frameworks, focusing on iterative development and team collaboration.","Agile, Agile Methodologies, Budgeting, Communication, Kanban, Leadership, Project Management Tools, Project Planning, Scrum","PMI Agile Certified Practitioner (PMI-ACP), Certified Scrum Master (CSM), SAFe Agilist Certification"
ANDROID DEVELOPER,"Develops mobile applications for Android devices, integrating features and ensuring user experience.","Android SDK, C++, Git, Java, Kotlin, Mobile App Development, OOP, Python, REST APIs, UI/UX Design","Google Associate Android Developer, Meta Android Developer Professional Certificate"
ANSIBLE AUTOMATION ENGINEER,"Designs and implements automation solutions using Ansible, streamlining IT processes.","Ansible, Automation Scripts, Cloud Computing, Linux, Networking","Red Hat Certified Specialist in Ansible Automation, AWS Certified DevOps Engineer - Professional"
APPLICATION SECURITY ENGINEER,Develops secure applications by integrating security measures and testing vulnerabilities.,"Compliance, Ethical Hacking, Firewalls, Linux, Network Security, Penetration Testing, Secure Coding Practices, Security Protocols"," Certified Ethical Hacker (CEH), Certified Information Systems Security Professional (CISSP), Offensive Security Certified Professional (OSCP)"
ARTIFACTORY ADMINISTRATOR,"Manages artifact repositories, ensuring efficient deployment and version control.","Artifactory, CI/CD Pipelines, DevOps Tools, Repository Management","JFrog Certified DevOps Engineer, AWS Certified DevOps Engineer - Professional"
ARTIFACTORY ENGINEER,Configures and optimizes Artifactory for efficient software deployment and management.,"Artifactory, Continuous Integration, DevOps Practices, Software Packaging","JFrog Certified DevOps Engineer, AWS Certified DevOps Engineer - Professional"
ARTIFICIAL INTELLIGENCE / MACHINE LEARNING LEADER,"Leads AI/ML projects, developing strategies and overseeing teams to integrate AI solutions.","AI/ML Frameworks, Data Science, Keras, Leadership, NumPy, Pandas, Python, Scikit-learn, Strategic Planning, TensorFlow","Google TensorFlow Developer Certificate, Microsoft Certified: Azure AI Engineer Associate, AWS Certified Machine Learning - Specialty"
ARTIFICIAL INTELLIGENCE / MACHINE LEARNING SR.LEADER,"Leads senior AI/ML projects, sets strategic direction, and manages teams.","Advanced AI/ML, Keras, Leadership, NumPy, Pandas, Python, Scikit-learn, Strategic Vision, Team Management, TensorFlow","Google TensorFlow Developer Certificate, Microsoft Certified: Azure AI Engineer Associate, AWS Certified Machine Learning - Specialty"
ARTIFICIAL INTELLIGENCE ARCHITECT,"Designs and implements AI systems architecture, ensuring scalability and efficiency.","AI/ML Frameworks, Cloud Computing, Data Modeling, System Architecture","Google Professional Machine Learning Engineer, Microsoft Certified: Azure AI Engineer Associate"
ARTIFICIAL INTELLIGENCE RESEARCHER,"Conducts research to advance AI technologies, develops new algorithms, and publishes findings.","AI/ML Algorithms, Data Analysis, Python, Research Methodologies"," IBM AI Engineering Professional Certificate, Stanford AI Certificate (Online)"
AWS DEVOPS ENGINEER,"Implements DevOps practices on AWS, automating processes and ensuring system reliability.","AWS, AWS Services, Automation, CI/CD, CI/CD Pipelines, DevOps Practices, Docker, Git, Jenkins, Kubernetes, Terraform","AWS Certified DevOps Engineer - Professional, AWS Certified Solutions Architect - Associate"
AWS SOLUTIONS ARCHITECT,"Designs scalable and cost-effective solutions on AWS, ensuring alignment with business needs.","AWS Services, Cloud Architecture, Cost Optimization, Solution Design",AWS Certified Solutions Architect - Associate / Professional
AZURE DEVOPS ENGINEER,"Implements DevOps practices on Azure, automating processes and ensuring system reliability.","AWS, Automation, Azure Services, CI/CD, CI/CD Pipelines, DevOps Practices, Docker, Git, Jenkins, Kubernetes, Terraform"," Microsoft Certified: DevOps Engineer Expert, Azure Administrator Associate"
BAMBOO ENGINEER,Configures and manages Bamboo for continuous integration and delivery.,"Bamboo, Build Automation, CI/CD Pipelines, Software Configuration Management","Atlassian Bamboo Certification (if available), AWS Certified DevOps Engineer - Professional"
BIG DATA ARCHITECT,"Designs and oversees big data solutions, ensuring scalability and performance.","AWS, Big Data Technologies, Data Warehousing, ETL, Excel, Hadoop, Hive, Kafka, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Scala, Seaborn, Spark, System Design, Tableau"," Google Cloud Professional Data Engineer, Cloudera Certified Data Engineer, AWS Certified Big Data - Specialty"
BIG DATA ENGINEER,"Develops and maintains big data infrastructure, ensuring data quality and accessibility.","AWS, Data Processing, Database Management, ETL, ETL Processes, Excel, Hadoop, Hive, Kafka, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Scala, Seaborn, Spark, Tableau"," Google Cloud Professional Data Engineer, Cloudera Certified Data Engineer, AWS Certified Big Data - Specialty"
BIG DATA SPECIALIST,Analyzes and interprets large datasets to provide insights and support decision-making.,"AWS, Big Data Technologies, Data Analysis, Data Mining, ETL, Excel, Hadoop, Hive, Kafka, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Scala, Seaborn, Spark, Tableau"," Google Cloud Professional Data Engineer, Cloudera Certified Data Engineer, AWS Certified Big Data - Specialty"
BITBUCKET ENGINEER,Manages and configures Bitbucket for efficient version control and collaboration.,"Bitbucket, CI/CD Integration, Git, Version Control",Atlassian Certified Bitbucket Administrator
BLOCKCHAIN DEVELOPER,"Develops blockchain applications and smart contracts, ensuring security and functionality.","Blockchain Technologies, C++, Cryptography, Deep Learning, Git, Java, Neural Networks, OOP, PyTorch, Python, REST APIs, Smart Contracts, Solidity, TensorFlow","Certified Blockchain Developer (CBDE), Ethereum Developer Certification (Consensys Academy)"
BUILD AND RELEASE ENGINEER,"Manages build and release processes, ensuring smooth and reliable software deployments.","Adobe XD, Automation, Build Systems, CI/CD Pipelines, CSS, Configuration Management, Figma, HTML, JavaScript, Wireframing","AWS Certified DevOps Engineer - Professional, Google Cloud DevOps Engineer"
BUILD ENGINEER,"Develops and maintains build systems, automating software compilation and testing.","Adobe XD, Automation, Build Systems, CSS, Figma, HTML, JavaScript, Scripting, Software Configuration Management, Wireframing","AWS Certified DevOps Engineer - Professional, Google Cloud DevOps Engineer"
BUSINESS SYSTEMS ANALYST,"Analyzes business processes and system requirements, providing solutions to improve efficiency.","Backup, Documentation, Linux, Process Analysis, Requirements Gathering, Shell Scripting, System Design, Virtualization, Windows Server","IIBA Certified Business Analysis Professional (CBAP), PMI Professional in Business Analysis (PMI-PBA)"
C# DEVELOPER,"Develops applications using C# and the .NET framework, focusing on functionality and performance.",".NET Framework, ASP.NET, C#, C++, Git, Java, OOP, Object-Oriented Programming, Python, REST APIs, Software Development","Microsoft Certified: Azure Developer Associate, MCSD: App Builder (Retired but relevant)"
CHEF INSPEC ENGINEER,Automates compliance and infrastructure testing using Chef Inspec.,"Chef Inspec, Compliance Automation, Infrastructure Testing, Ruby","Chef Certified Developer, Chef Certified Automation Engineer"
CHEF OPERATIONS ENGINEER,Manages infrastructure and automates processes using Chef.,"Automation, Chef, Infrastructure Management, Ruby","Chef Certified Developer, Chef Certified Automation Engineer"
CLOUD ADMINISTRATOR,"Manages and maintains cloud infrastructure, ensuring availability and performance.","AWS, Azure, Cloud Platforms, Docker, GCP, Kubernetes, Linux, Networking, System Administration, Terraform, Virtualization","AWS Certified SysOps Administrator, Microsoft Certified: Azure Administrator Associate"
CLOUD ARCHITECT,Designs and oversees the implementation of cloud computing strategies.,"AWS, Azure, Cloud Platforms, Cloud Security, DevOps, Docker, GCP, Kubernetes, Linux, Networking, System Architecture, Terraform"," AWS Certified Solutions Architect - Professional, Google Professional Cloud Architect"
CLOUD AUTOMATION ENGINEER,Automates cloud infrastructure and deployment processes.,"AWS, Azure, Cloud Automation Tools, Configuration Management, DevOps, Docker, GCP, Kubernetes, Linux, Networking, Scripting, Terraform","AWS Certified DevOps Engineer - Professional, HashiCorp Certified Terraform Associate"
CLOUD NETWORK ENGINEER,Designs and manages cloud network infrastructure.,"AWS, Azure, CCNA, Cloud Networking, Cloud Platforms, Docker, Firewalls, GCP, Kubernetes, Linux, Network Security, Networking, Routers, Switches, Terraform, Virtual Networks","Google Professional Cloud Network Engineer, AWS Certified Advanced Networking - Specialty"
CLOUD SECURITY ENGINEER,Implements and manages security measures for cloud environments.,"AWS, Azure, Cloud Platforms, Cloud Security, Compliance, Docker, Ethical Hacking, Firewalls, GCP, Kubernetes, Linux, Network Security, Networking, Penetration Testing, Security Protocols, Terraform","AWS Certified Security - Specialty, Google Professional Cloud Security Engineer"
CNC PROGRAMMER,Develops programs for CNC machines used in manufacturing.,"CAD/CAM Software, CNC Machines, G-Code, Manufacturing Processes","Siemens NX Certification, Autodesk Fusion 360 CAM Certification"
CODER,Writes and tests code for software applications.,"Problem Solving, Programming Languages, Scripting, Software Development","CompTIA IT Fundamentals+, AWS Certified Developer - Associate, Microsoft Certified: Azure Fundamentals"
COMPUTER GRAPHICS ANIMATOR,Creates animations and visual effects for various media.,"3D Modeling, Animation Software, Graphic Design, Visual Effects","Autodesk Maya Certified User, Adobe Certified Expert (ACE)"
COMPUTER HARDWARE ENGINEER,Designs and develops computer hardware components and systems.,"Circuit Design, Embedded Systems, Hardware Design, Testing","CompTIA A+, Cisco Certified Technician (CCT), Microsoft Certified: Windows Server Hybrid Administrator Associate"
COMPUTER NETWORK ARCHITECT,Designs and plans computer networks.,"CCNA, Firewalls, Linux, Network Design, Network Protocols, Networking, Routers, Security, Switches, System Architecture","Cisco Certified Network Professional (CCNP), AWS Certified Advanced Networking - Specialty, Juniper Networks Certified Expert (JNCIE)"
COMPUTER PROGRAMMER,Writes and tests code to create software programs.,"Algorithms, Debugging, Programming Languages, Software Development"," CompTIA IT Fundamentals+, Oracle Certified Associate (OCA) - Java, Microsoft Certified: Azure Developer Associate"
COMPUTER RESEARCH SCIENTIST,Conducts research in computer science and develops new technologies.,"Data Analysis, Programming, Research Methodologies, Scientific Writing","Google TensorFlow Developer Certificate, IBM AI Engineering Professional Certificate"
COMPUTER SYSTEMS ANALYST,Analyzes computer systems and recommends improvements.,"Backup, IT Consulting, Linux, Process Improvement, Requirements Gathering, Shell Scripting, Systems Analysis, Virtualization, Windows Server","Certified Information Systems Auditor (CISA), PMI Professional in Business Analysis (PMI-PBA)"
CONFLUENCE ENGINEER,Manages and configures Confluence for team collaboration.,"Atlassian Suite, Collaboration Tools, Confluence, Documentation",Atlassian Confluence Administrator Certification
CONSUL ENGINEER,Manages and deploys Consul for service discovery.,"Consul, Infrastructure Automation, Networking, Service Discovery",HashiCorp Certified Consul Associate
COVERAGE.PY ENGINEER,Implements and manages code coverage tools for Python projects.,"Coverage.py, Python Testing, Software Quality, Test Coverage Analysis",No direct certification; recommended: Python Institutes PCPP-32-2 (Advanced Python Programming)
DATA ANALYST,Analyzes data to identify trends and insights.,"Data Analysis, Data Visualization, Excel, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Seaborn, Statistical Analysis, Tableau","Google Data Analytics Professional Certificate, Microsoft Certified: Power BI Data Analyst Associate"
DATA ARCHITECT,Designs and manages data storage and retrieval systems.,"Data Modeling, Data Warehousing, Database Design, ETL Processes, Excel, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Seaborn, Tableau","Google Professional Data Engineer, AWS Certified Data Analytics - Specialty"
DATA ENGINEER,Develops and maintains data pipelines and infrastructure.,"Big Data Technologies, Data Warehousing, Database Management, ETL Processes, Excel, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Seaborn, Tableau","Microsoft Certified: Azure Data Engineer Associate, Databricks Certified Data Engineer"
DATA MODELER,Creates and maintains data models.,"Data Analysis, Data Governance, Data Modeling Techniques, Database Design, Excel, Matplotlib, NumPy, Pandas, Power BI, Python, SQL, Seaborn, Tableau","DAMA Certified Data Management Professional (CDMP), IBM Certified Data Architect"
DATA SCIENTIST,Applies machine learning and statistical techniques to analyze data.,"Data Mining, Excel, Machine Learning, Matplotlib, NumPy, Pandas, Power BI, Programming, Python, SQL, Seaborn, Statistical Analysis, Tableau","IBM Data Science Professional Certificate, AWS Certified Machine Learning - Specialty"
DATABASE ADMINISTRATOR,Manages and maintains databases.,"Backup and Recovery, Database Management, Excel, Matplotlib, NumPy, Pandas, Performance Tuning, Power BI, Python, SQL, Seaborn, Tableau","Oracle Certified Professional (OCP) Database Administrator, Microsoft Certified: Azure Database Administrator Associate"
DATADOG ENGINEER,Implements and manages Datadog for system monitoring.,"Cloud Infrastructure, Datadog, Excel, Matplotlib, Monitoring, NumPy, Pandas, Power BI, Python, SQL, Seaborn, System Performance, Tableau", Datadog Fundamentals Certification
DEVOPS ARCHITECT,Designs and implements DevOps strategies and infrastructure.,"AWS, Automation, CI/CD, Cloud Computing, DevOps Practices, Docker, Git, Jenkins, Kubernetes, System Architecture, Terraform","AWS Certified DevOps Engineer - Professional, Google Cloud DevOps Engineer"
DEVOPS ENGINEER,Automates software development and deployment processes.,"AWS, Automation, CI/CD, Cloud Computing, Docker, Git, Jenkins, Kubernetes, Scripting, Terraform","HashiCorp Certified Terraform Associate, Kubernetes Certified Administrator (CKA), AWS Certified DevOps Engineer"
DEVOPS MANAGER,Manages DevOps teams and projects.,"AWS, Agile, Automation, Budgeting, CI/CD, Communication, DevOps Practices, Docker, Git, Jenkins, Kubernetes, Leadership, Project Management, Project Planning, Scrum, Team Leadership, Terraform"," SAFe DevOps Practitioner (SDP), AWS Certified DevOps Engineer - Professional"
DEVSECOPS ARCHITECT,Designs and implements DevSecOps strategies and infrastructure.,"Cloud Security, DevSecOps Practices, Security Automation, System Architecture","Certified DevSecOps Professional (CDP), AWS Certified Security - Specialty"
DEVSECOPS ENGINEER,Integrates security practices into DevOps processes.,"CI/CD, Cloud Security, Scripting, Security Automation","Certified Kubernetes Security Specialist (CKS), GIAC Cloud Security Automation (GCSA)"
DIRECTOR OF ENGINEERING,Leads and manages engineering teams and projects.,"Leadership, Project Management, Software Development, Team Management","Certified Agile Leadership (CAL), PMI Agile Certified Practitioner (PMI-ACP)"
DOCKER ENGINEER,Manages and deploys Docker containers.,"Containerization, DevOps, Docker, Orchestration","Docker Certified Associate, Kubernetes Certified Administrator (CKA)"
ELK ENGINEER,Manages and configures the ELK stack for log analysis and monitoring.,"Data Analysis, ELK Stack, Log Management, System Monitoring",Elastic Certified Engineer
EMBEDDED SOFTWARE ENGINEER,Develops software for embedded systems.,"C/C++, Embedded Systems, Firmware Development, Hardware Interfaces","Arm Accredited Engineer (AAE), IEEE Certified Embedded Systems Engineer"
ENTRY LEVEL DEVELOPER,Entry-level position focused on learning and developing software skills.,"C++, Git, Java, Learning Agility, OOP, Problem Solving, Programming Basics, Python, REST APIs, Software Development","CompTIA IT Fundamentals+, Microsoft Technology Associate (MTA): Software Development Fundamentals"
ENTRY LEVEL NETWORK ENGINEER,Entry-level position focused on learning and assisting with network operations.,"CCNA, Firewalls, Learning Agility, Linux, Networking, Networking Basics, Routers, Switches, System Administration, Troubleshooting","Cisco Certified Network Associate (CCNA), Juniper Networks Certified Associate (JNCIA)"
ENTRY LEVEL PROGRAMMER,Entry-level position focused on learning and developing software skills.,"Learning Agility, Problem Solving, Programming Basics, Software Development","Google IT Automation with Python, Microsoft Certified: Azure Fundamentals"
ENTRY LEVEL WEB DEVELOPER,Entry-level position focused on learning and developing web development skills.,"Basic Web Development, C++, CSS, Git, HTML, Java, JavaScript, Learning Agility, OOP, Python, REST APIs","Meta Front-End Developer Certificate, Google Mobile Web Specialist"
ENVOY ENGINEER,Configures and manages Envoy proxy for service mesh architectures.,"Envoy Proxy, Load Balancing, Networking, Service Mesh","Kubernetes and Cloud-Native Associate (KCNA), Linux Foundation Certified Kubernetes Security Specialist (CKS)"
FALCO ENGINEER,Implements and manages Falco for runtime security monitoring.,"Cloud Security, Falco, Kubernetes Security, System Monitoring","No direct certification; recommended: Certified Kubernetes Security Specialist (CKS), GIAC Cloud Security Automation (GCSA)"
FLUENTD ENGINEER,Configures and manages Fluentd for log aggregation and analysis.,"Data Collection, Fluentd, Log Aggregation, System Monitoring",No direct certification; recommended: Kubernetes and Cloud-Native Associate (KCNA)
FORTIFY ENGINEER,Implements and manages Fortify for static code analysis and application security.,"Application Security, Fortify, Secure Coding, Static Code Analysis","Fortify Security Software Certification, Certified Secure Software Lifecycle Professional (CSSLP)"
FRAMEWORKS SPECIALIST,Specializes in designing and implementing software frameworks.,"Problem Solving, Programming Languages, Software Frameworks, System Design"," Varies based on framework; recommended: AWS Certified Developer, Google Cloud Professional Developer"
FRONT END DEVELOPER,Develops the user interface and front-end components of web applications.,"C++, CSS, Git, HTML, Java, JavaScript, OOP, Python, REST APIs, Responsive Design, UI/UX Design","Meta Front-End Developer Certificate, Google Mobile Web Specialist"
FULL STACK DEVELOPER,Develops both the front-end and back-end components of web applications.,"Back-End Technologies, C++, CSS, Database Management, Express, Git, HTML, Java, JavaScript, MongoDB, Node.js, OOP, Python, REST APIs, React","AWS Certified Developer - Associate, Meta Full Stack Developer Certificate"
FULL STACK JAVA DEVELOPER/PROGRAMMER/ENGINEER,Develops full-stack applications using Java technologies.,"C++, CSS, Express, Git, HTML, Hibernate, JDBC, Java, JavaScript, Maven, MongoDB, Node.js, OOP, Python, REST APIs, React, Spring, Spring Boot","Oracle Certified Professional (OCP) - Java SE, AWS Certified Developer - Associate"
FULL STACK PYTHON DEVELOPER/PROGRAMMER/ENGINEER,Develops full-stack applications using Python technologies.,"C++, CSS, Django, Express, Flask, Git, HTML, Java, JavaScript, MongoDB, Node.js, NumPy, OOP, Pandas, Python, REST APIs, React","Python Institute PCEP & PCAP, AWS Certified Developer - Associate"
GAME DEVELOPER,Develops video games for various platforms.,"3D Modeling, C#, C++, Game Design, Game Engines, Git, Java, OOP, Python, REST APIs","Unity Certified Programmer, Unreal Engine Certified Developer"
GCP DEVOPS ENGINEER,"Implements DevOps practices on Google Cloud Platform, automating processes and ensuring system reliability.","AWS, Automation, CI/CD, CI/CD Pipelines, DevOps Practices, Docker, Git, Google Cloud Platform, Jenkins, Kubernetes, Terraform",Google Cloud Professional DevOps Engineer
GERRIT ADMINISTRATOR,Administers and manages Gerrit for code review processes.,"Code Review, Gerrit, Git, Version Control",No direct certification; recommended: Google Cloud Professional DevOps Engineer
GIT ENGINEER,Manages and configures Git for efficient version control.,"Branching Strategies, Collaboration, Git, Version Control","GitHub Certified Developer, GitLab Certified Associate"
GITHUB ENGINEER,Manages and configures GitHub for efficient collaboration and CI/CD.,"CI/CD Integration, Collaboration Tools, Git, GitHub"," GitHub Advanced Security Certification, GitHub Actions Professional"
GITLAB ENGINEER,Manages and configures GitLab for efficient DevOps workflows.,"CI/CD Pipelines, DevOps Practices, Git, GitLab","GitLab Certified Associate, GitLab Certified DevOps Professional"
GRADLE ENGINEER,Configures and manages Gradle for build automation.,"Build Automation, Gradle, Java, Software Configuration Management","No direct certification; recommended: Oracle Certified Professional (OCP) - Java, AWS Certified Developer - Associate"
GRAFANA ENGINEER,Configures and manages Grafana for data visualization and monitoring.,"Data Visualization, Grafana, Monitoring, System Performance",Grafana Cloud Certified Specialist
GROOVY ENGINEER,Develops automation scripts and applications using Groovy.,"Automation, Groovy, Scripting, Software Development","No direct certification; recommended: Oracle Certified Professional (OCP) - Java, Apache Groovy Developer Certificate"
INFORMATION ARCHITECT,Designs information structures to enhance usability and findability.,"Content Strategy, Information Architecture, Taxonomy, User Experience Design","TOGAF Certified Enterprise Architect, IAAP Certified Professional in Accessibility Core Competencies (CPACC)"
INFORMATION SECURITY ANALYST,Protects computer systems and networks from security threats.,"Compliance, Ethical Hacking, Firewalls, Incident Response, Linux, Network Security, Penetration Testing, Security Protocols, Threat Analysis","Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH), CompTIA Security+"
INTERACTION DESIGNER,Designs interactive user interfaces and experiences.,"Canva, Figma, Illustrator, Interaction Design, Photoshop, Prototyping, Usability Testing, User Research","Nielsen Norman Group UX Certification, Google UX Design Professional Certificate"
IOS DEVELOPER,"Develops mobile applications for iOS devices, integrating features and ensuring user experience.","C++, Git, Java, Mobile App Development, OOP, Objective-C, Python, REST APIs, Swift, UI/UX Design, iOS SDK","Apple Certified iOS Developer, Meta iOS Developer Certificate"
ISTIO ENGINEER,Configures and manages Istio for service mesh architectures.,"Istio, Security, Service Mesh, Traffic Management","No direct certification; recommended: Kubernetes Certified Administrator (CKA), Certified Kubernetes Security Specialist (CKS)"
IT MANAGER,"Manages IT teams and projects, ensuring efficient operations.","Agile, Budgeting, Communication, IT Management, Leadership, Project Management, Project Planning, Scrum, Team Leadership","ITIL 4 Managing Professional, Certified Information Technology Manager (CITM)"
JACOCO ENGINEER,Implements and manages code coverage tools for Java projects.,"Code Coverage, JaCoCo, Java Testing, Software Quality","No direct certification; recommended: ISTQB Certified Tester - Advanced Level, Java Certified Developer"
JAVA DEVELOPER,"Develops applications using Java and related technologies, focusing on functionality and performance.","C++, Git, Hibernate, JDBC, Java, Maven, OOP, Object-Oriented Programming, Python, REST APIs, Software Development, Spring, Spring Boot","Oracle Certified Professional (OCP) - Java SE, AWS Certified Developer - Associate"
JENKINS ENGINEER,Configures and manages Jenkins for continuous integration and delivery.,"Build Automation, CI/CD Pipelines, DevOps Practices, Jenkins",Certified Jenkins Engineer (CJE)
JIRA ADMINISTRATOR,Administers and configures Jira for project management and issue tracking.,"Atlassian Suite, Jira, Project Management, Workflow Configuration",Atlassian Certified Jira Administrator
JUNIOR FRONT END DEVELOPER,Entry-level position focused on learning and developing front-end web development skills.,"Basic Web Development, C++, CSS, Git, HTML, Java, JavaScript, Learning Agility, OOP, Python, REST APIs","Google Mobile Web Specialist, Meta Front-End Developer Certificate"
JUNIOR IOS DEVELOPER,Entry-level position focused on learning and developing iOS app development skills.,"Basic Mobile App Development, C++, Git, Java, Learning Agility, OOP, Objective-C, Python, REST APIs, Swift, iOS SDK","Apple Certified iOS Developer, Meta iOS Developer Certificate"
JUNIT ENGINEER,Implements and manages JUnit for Java testing and test automation.,"JUnit, Java Testing, Software Quality, Test Automation","No direct certification; recommended: Oracle Certified Professional (OCP) - Java, ISTQB Certified Tester"
KUBERNETES OPERATIONS ENGINEER,"Manages and operates Kubernetes clusters, ensuring system reliability and scalability.","Cloud Computing, Container Orchestration, DevOps Practices, Kubernetes"," Kubernetes Certified Administrator (CKA), Certified Kubernetes Security Specialist (CKS)"
MACHINE LEARNING ARCHITECT,Designs and implements scalable machine learning infrastructure and solutions.,"Cloud Computing, Data Modeling, Keras, Machine Learning Algorithms, NumPy, Pandas, Python, Scikit-learn, System Architecture, TensorFlow","AWS Certified Machine Learning - Specialty, Google Professional Data Engineer"
MACHINE LEARNING ENGINEER,Develops and deploys machine learning models for various applications.,"Data Analysis, Keras, Machine Learning Algorithms, Model Deployment, NumPy, Pandas, Python, Scikit-learn, TensorFlow","TensorFlow Developer Certificate, Microsoft Certified: Azure AI Engineer Associate"
